,area_name,district_name,name,result_protiv,result_unom_type,result_yavka,result_za,status,updated_at
2189,Коптево,САО,"3-й Михалковский переулок, дом 19",31.0,1,56.0,69.0,in_list,06.06
2190,Коптево,САО,"3-й Михалковский переулок, дом 21",3.0,1,47.0,97.0,in_list,06.06
2191,Коптево,САО,"3-й Михалковский переулок, дом 3",18.0,1,35.0,82.0,in_list,06.06
2192,Коптево,САО,"3-й Михалковский переулок, дом 4А",15.0,1,59.0,85.0,in_list,06.06
2193,Коптево,САО,"3-й Михалковский переулок, дом 5",12.0,1,54.0,88.0,in_list,06.06
2194,Коптево,САО,"3-й Михалковский переулок, дом 6",3.0,1,40.0,97.0,in_list,06.06
2195,Коптево,САО,"3-й Михалковский переулок, дом 8, корпус 1",19.0,1,45.0,81.0,in_list,06.06
2196,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 12, корпус 3",38.0,1,42.0,62.0,in_list,06.06
2197,Коптево,САО,"3-й Михалковский переулок, дом 8, корпус 2",0.0,1,71.0,100.0,in_list,06.06
2198,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 14, корпус 2",34.0,1,51.0,66.0,in_list,06.06
2199,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 14, корпус 3",34.0,1,36.0,66.0,in_list,06.06
2200,Коптево,САО,"3-й Михалковский переулок, дом 9",16.0,1,56.0,84.0,in_list,06.06
2201,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 16, корпус 1",37.0,1,38.0,63.0,in_list,06.06
2202,Хорошёво-Мнёвники,СЗАО,"улица Мнёвники, дом 18",0.0,1,59.0,100.0,in_list,06.06
2203,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 16, корпус 2",19.0,1,39.0,81.0,in_list,06.06
2204,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 16, корпус 3",12.0,1,50.0,88.0,in_list,06.06
2205,Можайский,ЗАО,"Можайское шоссе, дом 12",9.0,1,57.0,91.0,in_list,06.06
2206,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 18",14.0,1,48.0,86.0,in_list,06.06
2207,Можайский,ЗАО,"Можайское шоссе, дом 19",6.0,1,53.0,94.0,in_list,06.06
2208,Можайский,ЗАО,"Можайское шоссе, дом 20, корпус 2",0.0,1,52.0,100.0,in_list,06.06
2209,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 4, корпус 1",41.0,1,34.0,59.0,in_list,06.06
2210,Можайский,ЗАО,"Можайское шоссе, дом 21, корпус 2",6.0,1,63.0,94.0,in_list,06.06
2211,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 4, корпус 2",26.0,1,49.0,74.0,in_list,06.06
2212,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 6, корпус 2",24.0,1,56.0,76.0,in_list,06.06
2213,Можайский,ЗАО,"Можайское шоссе, дом 23",8.0,1,57.0,92.0,in_list,06.06
2214,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 6, корпус 3",20.0,1,44.0,80.0,in_list,06.06
2215,Можайский,ЗАО,"Можайское шоссе, дом 27",29.0,1,85.0,71.0,in_list,06.06
2216,Можайский,ЗАО,"Можайское шоссе, дом 30",7.0,1,60.0,93.0,in_list,06.06
2217,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 8, корпус 1",19.0,1,45.0,81.0,in_list,06.06
2218,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 8, корпус 2",6.0,1,40.0,94.0,in_list,06.06
2219,Кузьминки,ЮВАО,"Волжский бульвар, дом 21",5.0,1,55.0,95.0,in_list,06.06
2220,Можайский,ЗАО,"Можайское шоссе, дом 38, корпус 2",6.0,1,46.0,94.0,in_list,06.06
2221,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 8, корпус 3",19.0,1,32.0,81.0,in_list,06.06
2222,Можайский,ЗАО,"Можайское шоссе, дом 38, корпус 3",34.0,1,51.0,66.0,in_list,06.06
2223,Люблино,ЮВАО,"улица Верхние Поля, дом 3, корпус 2",6.0,1,65.0,94.0,in_list,06.06
2224,Нагатинский Затон,ЮАО,"улица Новинки, дом 3",1.0,1,76.0,99.0,in_list,06.06
2225,Нагатинский Затон,ЮАО,"улица Новинки, дом 5",10.0,1,62.0,90.0,in_list,06.06
2226,Люблино,ЮВАО,"улица Верхние Поля, дом 7, корпус 1",12.0,1,67.0,88.0,in_list,06.06
2227,Можайский,ЗАО,"Можайское шоссе, дом 38, корпус 4",16.0,1,46.0,84.0,in_list,06.06
2228,Нагатинский Затон,ЮАО,"улица Новинки, дом 7",15.0,1,59.0,85.0,in_list,06.06
2229,Можайский,ЗАО,"Можайское шоссе, дом 45, корпус 3",0.0,1,55.0,100.0,in_list,06.06
2230,Коптево,САО,"1-й Новомихалковский проезд, дом 10",3.0,1,49.0,97.0,in_list,06.06
2231,Коптево,САО,"1-й Новомихалковский проезд, дом 12",6.0,1,45.0,94.0,in_list,06.06
2232,Можайский,ЗАО,"Можайское шоссе, дом 45, корпус 4",7.0,1,48.0,93.0,in_list,06.06
2233,Коптево,САО,"1-й Новомихалковский проезд, дом 14",4.0,1,51.0,96.0,in_list,06.06
2234,Можайский,ЗАО,"Можайское шоссе, дом 48",11.0,1,45.0,89.0,in_list,06.06
2235,Коптево,САО,"1-й Новомихалковский проезд, дом 4",3.0,1,44.0,97.0,in_list,06.06
2236,Кунцево,ЗАО,"Молодогвардейская улица, дом 49",9.0,1,55.0,91.0,in_list,06.06
2237,Коптево,САО,"1-й Новомихалковский проезд, дом 6",5.0,1,50.0,95.0,in_list,06.06
2238,Коптево,САО,"1-й Новомихалковский проезд, дом 8",0.0,1,45.0,100.0,in_list,06.06
2239,Кунцево,ЗАО,"Молодогвардейская улица, дом 51",2.0,1,73.0,98.0,in_list,06.06
2240,Коптево,САО,"3-й Новомихалковский проезд, дом 1",12.0,1,42.0,88.0,in_list,06.06
2241,Кунцево,ЗАО,"Молодогвардейская улица, дом 53",3.0,1,48.0,97.0,in_list,06.06
2242,Коптево,САО,"3-й Новомихалковский проезд, дом 10",47.0,1,59.0,53.0,in_list,06.06
2243,Кузьминки,ЮВАО,"Волжский бульвар, дом 39, корпус 1",10.0,1,64.0,90.0,in_list,06.06
2244,Люблино,ЮВАО,"Краснодонская улица, дом 5, строение 3",39.0,1,38.0,61.0,in_list,06.06
2245,Коптево,САО,"3-й Новомихалковский проезд, дом 11",5.0,1,50.0,95.0,in_list,06.06
2246,Кунцево,ЗАО,"Молодогвардейская улица, дом 55",7.0,1,66.0,93.0,in_list,06.06
2247,Коптево,САО,"3-й Новомихалковский проезд, дом 13",19.0,1,35.0,81.0,in_list,06.06
2248,Коптево,САО,"3-й Новомихалковский проезд, дом 18",42.0,1,43.0,58.0,in_list,06.06
2249,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 11",53.0,1,63.0,47.0,in_list,06.06
2250,Люблино,ЮВАО,"Краснодонская улица, дом 20",6.0,1,64.0,94.0,in_list,06.06
2251,Коптево,САО,"3-й Новомихалковский проезд, дом 2/5",39.0,1,39.0,61.0,in_list,06.06
2252,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 13",41.0,1,62.0,59.0,in_list,06.06
2253,Коптево,САО,"3-й Новомихалковский проезд, дом 20",14.0,1,48.0,86.0,in_list,06.06
2254,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 17",46.0,1,57.0,54.0,in_list,06.06
2255,Коптево,САО,"3-й Новомихалковский проезд, дом 3",3.0,1,64.0,97.0,in_list,06.06
2256,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 47, корпус 1",32.0,1,69.0,68.0,in_list,06.06
2257,Коптево,САО,"3-й Новомихалковский проезд, дом 5",27.0,1,49.0,73.0,in_list,06.06
2258,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 47, корпус 2",37.0,1,59.0,63.0,in_list,06.06
2259,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 49",46.0,1,63.0,54.0,in_list,06.06
2260,Коптево,САО,"3-й Новомихалковский проезд, дом 6",55.0,1,60.0,45.0,in_list,06.06
2261,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 51, корпус 1",36.0,1,60.0,64.0,in_list,06.06
2262,Коптево,САО,"3-й Новомихалковский проезд, дом 7",34.0,1,58.0,66.0,in_list,06.06
2263,Москворечье-Сабурово,ЮАО,"улица Москворечье, дом 51, корпус 2",47.0,1,64.0,53.0,in_list,06.06
2264,Коптево,САО,"3-й Новомихалковский проезд, дом 7А",4.0,1,59.0,96.0,in_list,06.06
2265,Северное Измайлово,ВАО,"Никитинская улица, дом 29",19.0,1,53.0,81.0,in_list,06.06
2266,Коптево,САО,"3-й Новомихалковский проезд, дом 8",30.0,1,72.0,70.0,in_list,06.06
2267,Коптево,САО,"3-й Новомихалковский проезд, дом 9",23.0,1,55.0,77.0,in_list,06.06
2268,Северное Измайлово,ВАО,"Никитинская улица, дом 31",2.0,1,75.0,98.0,in_list,06.06
2269,Коптево,САО,"4-й Новомихалковский проезд, дом 10",13.0,1,25.0,87.0,in_list,06.06
2270,Коптево,САО,"4-й Новомихалковский проезд, дом 10А",3.0,1,48.0,97.0,in_list,06.06
2271,Северное Измайлово,ВАО,"Никитинская улица, дом 33",3.0,1,63.0,97.0,in_list,06.06
2272,Коптево,САО,"4-й Новомихалковский проезд, дом 13",44.0,1,68.0,56.0,in_list,06.06
2273,Северное Измайлово,ВАО,"Никитинская улица, дом 35, корпус 1",6.0,1,55.0,94.0,in_list,06.06
2274,Кузьминки,ЮВАО,"Волжский бульвар, дом 39, корпус 3",7.0,1,69.0,93.0,in_list,06.06
2275,Коптево,САО,"4-й Новомихалковский проезд, дом 15",17.0,1,60.0,83.0,in_list,06.06
2276,Северное Измайлово,ВАО,"Никитинская улица, дом 35, корпус 2",12.0,1,58.0,88.0,in_list,06.06
2277,Коптево,САО,"4-й Новомихалковский проезд, дом 1А",23.0,1,58.0,77.0,in_list,06.06
2278,Северное Измайлово,ВАО,"Никитинская улица, дом 37",36.0,1,60.0,64.0,in_list,06.06
2279,Коптево,САО,"4-й Новомихалковский проезд, дом 3",3.0,1,48.0,97.0,in_list,06.06
2280,Измайлово,ВАО,"Никитинская улица, дом 5",12.0,1,55.0,88.0,in_list,06.06
2281,Коптево,САО,"4-й Новомихалковский проезд, дом 7",24.0,1,68.0,76.0,in_list,06.06
2282,Измайлово,ВАО,"Никитинская улица, дом 8, корпус 1",28.0,1,67.0,72.0,in_list,06.06
2283,Коптево,САО,"4-й Новомихалковский проезд, дом 7А",8.0,1,46.0,92.0,in_list,06.06
2284,Измайлово,ВАО,"Никитинская улица, дом 8, корпус 2",0.0,1,68.0,100.0,in_list,06.06
2285,Коптево,САО,"4-й Новомихалковский проезд, дом 8",17.0,1,68.0,83.0,in_list,06.06
2286,Западное Дегунино,САО,"Новая улица, дом 21",0.0,1,67.0,100.0,in_list,06.06
2287,Коптево,САО,"4-й Новомихалковский проезд, дом 8А",22.0,1,45.0,78.0,in_list,06.06
2288,Западное Дегунино,САО,"Новая улица, дом 22",6.0,1,65.0,94.0,in_list,06.06
2289,Останкинский,СВАО,"2-я Новоостанкинская улица, дом 17",7.0,1,50.0,93.0,in_list,06.06
2290,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 10, корпус 2",36.0,1,35.0,64.0,in_list,06.06
2291,Останкинский,СВАО,"2-я Новоостанкинская улица, дом 23",18.0,1,55.0,82.0,in_list,06.06
2292,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 10, корпус 3",31.0,1,40.0,69.0,in_list,06.06
2293,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 12, корпус 1",39.0,1,39.0,61.0,in_list,06.06
2294,Хорошёво-Мнёвники,СЗАО,"набережная Новикова-Прибоя, дом 12, корпус 2",19.0,1,54.0,81.0,in_list,06.06
2295,Останкинский,СВАО,"3-я Новоостанкинская улица, дом 15",21.0,1,40.0,79.0,in_list,06.06
2296,Останкинский,СВАО,"3-я Новоостанкинская улица, дом 19",15.0,1,43.0,85.0,in_list,06.06
2297,Зюзино,ЮЗАО,"Одесская улица, дом 23, корпус 4",0.0,1,47.0,100.0,in_list,06.06
2298,Зюзино,ЮЗАО,"Одесская улица, дом 23, корпус 5",0.0,1,69.0,100.0,in_list,06.06
2299,Останкинский,СВАО,"3-я Новоостанкинская улица, дом 21",24.0,1,57.0,76.0,in_list,06.06
2300,Останкинский,СВАО,"3-я Новоостанкинская улица, дом 23",14.0,1,47.0,86.0,in_list,06.06
2301,Зюзино,ЮЗАО,"Одесская улица, дом 25",2.0,1,68.0,98.0,in_list,06.06
2302,Люблино,ЮВАО,"Новороссийская улица, дом 5, корпус 1",12.0,1,63.0,88.0,in_list,06.06
2303,Зюзино,ЮЗАО,"Одесская улица, дом 27/14",0.0,1,71.0,100.0,in_list,06.06
2304,Зюзино,ЮЗАО,"Одесская улица, дом 3",0.0,1,53.0,100.0,in_list,06.06
2305,Котловка,ЮЗАО,"Нагорная улица, дом 31, корпус 6",5.0,1,70.0,95.0,in_list,06.06
2306,Люблино,ЮВАО,"Новороссийская улица, дом 5, корпус 2",12.0,1,51.0,88.0,in_list,06.06
2307,Котловка,ЮЗАО,"Нагорная улица, дом 33, корпус 4",19.0,1,46.0,81.0,in_list,06.06
2308,Люблино,ЮВАО,"Новороссийская улица, дом 7",15.0,1,55.0,85.0,in_list,06.06
2309,Котловка,ЮЗАО,"Нагорная улица, дом 33, корпус 5",10.0,1,50.0,90.0,in_list,06.06
2310,Гольяново,ВАО,"Новосибирская улица, дом 1, корпус 1",6.0,1,65.0,94.0,in_list,06.06
2311,Котловка,ЮЗАО,"Нагорная улица, дом 35, корпус 1",5.0,1,53.0,95.0,in_list,06.06
2312,Гольяново,ВАО,"Новосибирская улица, дом 1, корпус 2",8.0,1,59.0,92.0,in_list,06.06
2313,Котловка,ЮЗАО,"Нагорная улица, дом 35, корпус 2",14.0,1,55.0,86.0,in_list,06.06
2314,Гольяново,ВАО,"Новосибирская улица, дом 9, корпус 1",21.0,1,38.0,79.0,in_list,06.06
2315,Котловка,ЮЗАО,"Нагорная улица, дом 35, корпус 3",11.0,1,56.0,89.0,in_list,06.06
2316,Гольяново,ВАО,"Новосибирская улица, дом 9, корпус 2",4.0,1,50.0,96.0,in_list,06.06
2317,Котловка,ЮЗАО,"Нагорная улица, дом 39, корпус 1",7.0,1,57.0,93.0,in_list,06.06
2318,Нижегородский,ЮВАО,"Новохохловская улица, дом 3",24.0,1,97.0,76.0,in_list,06.06
2319,Котловка,ЮЗАО,"Нагорная улица, дом 39, корпус 2",8.0,1,49.0,92.0,in_list,06.06
2320,Котловка,ЮЗАО,"Нагорная улица, дом 39, корпус 3",9.0,1,42.0,91.0,in_list,06.06
2321,Нижегородский,ЮВАО,"Новохохловская улица, дом 5А",29.0,1,63.0,71.0,in_list,06.06
2322,Нижегородский,ЮВАО,"Новохохловская улица, дом 5Б",12.0,1,42.0,88.0,in_list,06.06
2323,Котловка,ЮЗАО,"Нагорная улица, дом 5, корпус 1",7.0,1,75.0,93.0,in_list,06.06
2324,Черёмушки,ЮЗАО,"Новочерёмушкинская улица, дом 38, корпус 1",41.0,1,38.0,59.0,in_list,06.06
2325,Котловка,ЮЗАО,"Нагорная улица, дом 7, корпус 2",0.0,1,93.0,100.0,in_list,06.06
2326,Академический,ЮЗАО,"Новочерёмушкинская улица, дом 39, корпус 1",2.0,1,67.0,98.0,in_list,06.06
2327,Котловка,ЮЗАО,"Нагорная улица, дом 7, корпус 3",4.0,1,60.0,96.0,in_list,06.06
2328,Котловка,ЮЗАО,"Нагорная улица, дом 7, корпус 4",6.0,1,60.0,94.0,in_list,06.06
2329,Академический,ЮЗАО,"Новочерёмушкинская улица, дом 39, корпус 2",11.0,1,56.0,89.0,in_list,06.06
2330,Черёмушки,ЮЗАО,"Новочерёмушкинская улица, дом 40, корпус 1",12.0,1,42.0,88.0,in_list,06.06
2331,Академический,ЮЗАО,"Новочерёмушкинская улица, дом 41, корпус 1",7.0,1,51.0,93.0,in_list,06.06
2332,Академический,ЮЗАО,"Новочерёмушкинская улица, дом 41, корпус 2",26.0,1,45.0,74.0,in_list,06.06
2333,Котловка,ЮЗАО,"Нагорный бульвар, дом 11",10.0,1,50.0,90.0,in_list,06.06
2334,Черёмушки,ЮЗАО,"Новочерёмушкинская улица, дом 42, корпус 1",24.0,1,51.0,76.0,in_list,06.06
2335,Котловка,ЮЗАО,"Нагорный бульвар, дом 12",11.0,1,56.0,89.0,in_list,06.06
2336,Котловка,ЮЗАО,"Нагорный бульвар, дом 13",9.0,1,56.0,91.0,in_list,06.06
2337,Черёмушки,ЮЗАО,"Новочерёмушкинская улица, дом 48, корпус 2",19.0,1,46.0,81.0,in_list,06.06
2338,Котловка,ЮЗАО,"Нагорный бульвар, дом 14",19.0,1,40.0,81.0,in_list,06.06
2339,Кузьминки,ЮВАО,"Волжский бульвар, дом 39, корпус 4",13.0,1,57.0,87.0,in_list,06.06
2340,Щукино,СЗАО,"Новощукинская улица, дом 2",2.0,1,74.0,98.0,in_list,06.06
2341,Котловка,ЮЗАО,"Нагорный бульвар, дом 15",7.0,1,57.0,93.0,in_list,06.06
2342,Щукино,СЗАО,"Новощукинская улица, дом 4",3.0,1,70.0,97.0,in_list,06.06
2343,Щукино,СЗАО,"Новощукинская улица, дом 6",1.0,1,66.0,99.0,in_list,06.06
2344,Котловка,ЮЗАО,"Нагорный бульвар, дом 17",10.0,1,51.0,90.0,in_list,06.06
2345,Филёвский Парк,ЗАО,"Новозаводская улица, дом 13",0.0,1,53.0,100.0,in_list,06.06
2346,Котловка,ЮЗАО,"Нагорный бульвар, дом 18",13.0,1,39.0,87.0,in_list,06.06
2347,Филёвский Парк,ЗАО,"Новозаводская улица, дом 15, корпус 1",12.0,1,71.0,88.0,in_list,06.06
2348,Котловка,ЮЗАО,"Нагорный бульвар, дом 19",13.0,1,57.0,87.0,in_list,06.06
2349,Котловка,ЮЗАО,"Нагорный бульвар, дом 20",7.0,1,56.0,93.0,in_list,06.06
2350,Котловка,ЮЗАО,"Нагорный бульвар, дом 24",4.0,1,56.0,96.0,in_list,06.06
2351,Котловка,ЮЗАО,"Нагорный бульвар, дом 8",4.0,1,60.0,96.0,in_list,06.06
2352,Филёвский Парк,ЗАО,"Новозаводская улица, дом 8/8, корпус 5",2.0,1,88.0,98.0,in_list,06.06
2353,Филёвский Парк,ЗАО,"Новозаводская улица, дом 8/8, корпус 6",0.0,1,86.0,100.0,in_list,06.06
2354,Черёмушки,ЮЗАО,"улица Намёткина, дом 21, корпус 3",8.0,1,66.0,92.0,in_list,06.06
2355,Алексеевский,СВАО,"Новоалексеевская улица, дом 18, корпус 4",83.0,1,56.0,17.0,in_list,06.06
2356,Свиблово,СВАО,"проезд Нансена, дом 10, корпус 1",21.0,1,60.0,79.0,in_list,06.06
2357,Свиблово,СВАО,"проезд Нансена, дом 10, корпус 2",15.0,1,51.0,85.0,in_list,06.06
2358,Перово,ВАО,"Новогиреевская улица, дом 21",21.0,1,53.0,79.0,in_list,06.06
2359,Перово,ВАО,"Новогиреевская улица, дом 23",19.0,1,52.0,81.0,in_list,06.06
2360,Свиблово,СВАО,"проезд Нансена, дом 10, корпус 3",40.0,1,44.0,60.0,in_list,06.06
2361,Перово,ВАО,"Новогиреевская улица, дом 24, корпус 3",12.0,1,67.0,88.0,in_list,06.06
2362,Свиблово,СВАО,"проезд Нансена, дом 12, корпус 1",55.0,1,61.0,45.0,in_list,06.06
2363,Свиблово,СВАО,"проезд Нансена, дом 12, корпус 2",16.0,1,56.0,84.0,in_list,06.06
2364,Перово,ВАО,"Новогиреевская улица, дом 24, корпус 4",10.0,1,45.0,90.0,in_list,06.06
2365,Ивановское,ВАО,"Напольный проезд, дом 1",9.0,1,69.0,91.0,in_list,06.06
2366,Перово,ВАО,"Новогиреевская улица, дом 25",22.0,1,46.0,78.0,in_list,06.06
2367,Лосиноостровский,СВАО,"1-я Напрудная улица, дом 34",10.0,1,81.0,90.0,in_list,06.06
2368,Перово,ВАО,"Новогиреевская улица, дом 29, корпус 2",9.0,1,55.0,91.0,in_list,06.06
2369,Войковский,САО,"Нарвская улица, дом 1",2.0,1,72.0,98.0,in_list,06.06
2370,Перово,ВАО,"Новогиреевская улица, дом 29, корпус 3",14.0,1,60.0,86.0,in_list,06.06
2371,Новогиреево,ВАО,"Новогиреевская улица, дом 46",12.0,1,57.0,88.0,in_list,06.06
2372,Войковский,САО,"Нарвская улица, дом 15, корпус 1",0.0,1,64.0,100.0,in_list,06.06
2373,Новогиреево,ВАО,"Новогиреевская улица, дом 48",13.0,1,60.0,87.0,in_list,06.06
2374,Войковский,САО,"Нарвская улица, дом 15, корпус 2",2.0,1,51.0,98.0,in_list,06.06
2375,Новогиреево,ВАО,"Новогиреевская улица, дом 49/28",0.0,1,52.0,100.0,in_list,06.06
2376,Войковский,САО,"Нарвская улица, дом 15, корпус 3",0.0,1,45.0,100.0,in_list,06.06
2377,Новогиреево,ВАО,"Новогиреевская улица, дом 51, корпус 1",26.0,1,68.0,74.0,in_list,06.06
2378,Новогиреево,ВАО,"Новогиреевская улица, дом 52",73.0,1,63.0,27.0,in_list,06.06
2379,Войковский,САО,"Нарвская улица, дом 3",4.0,1,59.0,96.0,in_list,06.06
2380,Войковский,САО,"Нарвская улица, дом 4",3.0,1,60.0,97.0,in_list,06.06
2381,Новогиреево,ВАО,"Новогиреевская улица, дом 53",38.0,1,74.0,62.0,in_list,06.06
2382,Войковский,САО,"Нарвская улица, дом 5",4.0,1,61.0,96.0,in_list,06.06
2383,Зюзино,ЮЗАО,"Одесская улица, дом 1/19",3.0,1,57.0,97.0,in_list,06.06
2384,Зюзино,ЮЗАО,"Одесская улица, дом 17",9.0,1,59.0,91.0,in_list,06.06
2385,Войковский,САО,"Нарвская улица, дом 9",0.0,1,60.0,100.0,in_list,06.06
2386,Зюзино,ЮЗАО,"Одесская улица, дом 23, корпус 1",0.0,1,57.0,100.0,in_list,06.06
2387,Богородское,ВАО,"Наримановская улица, дом 15",11.0,1,63.0,89.0,in_list,06.06
2388,Зюзино,ЮЗАО,"Одесская улица, дом 23, корпус 2",0.0,1,76.0,100.0,in_list,06.06
2389,Кузьминки,ЮВАО,"Зеленодольская улица, дом 13, корпус 1",2.0,1,54.0,98.0,in_list,06.06
2390,Богородское,ВАО,"Наримановская улица, дом 17",6.0,1,60.0,94.0,in_list,06.06
2391,Зюзино,ЮЗАО,"Одесская улица, дом 23, корпус 3",0.0,1,66.0,100.0,in_list,06.06
2392,Богородское,ВАО,"Наримановская улица, дом 19",13.0,1,52.0,87.0,in_list,06.06
2393,Богородское,ВАО,"Наримановская улица, дом 21",6.0,1,55.0,94.0,in_list,06.06
2394,Богородское,ВАО,"Наримановская улица, дом 23",5.0,1,61.0,95.0,in_list,06.06
2395,Богородское,ВАО,"Наримановская улица, дом 26, корпус 1",11.0,1,52.0,89.0,in_list,06.06
2396,Богородское,ВАО,"Наримановская улица, дом 26, корпус 2",19.0,1,52.0,81.0,in_list,06.06
2397,Богородское,ВАО,"Наримановская улица, дом 32",0.0,1,35.0,100.0,in_list,06.06
2398,Солнцево,ЗАО,"Наро-Фоминская улица, дом 10",20.0,1,63.0,80.0,in_list,06.06
2399,Солнцево,ЗАО,"Наро-Фоминская улица, дом 11",49.0,1,55.0,51.0,in_list,06.06
2400,Солнцево,ЗАО,"Наро-Фоминская улица, дом 13",27.0,1,53.0,73.0,in_list,06.06
2401,Солнцево,ЗАО,"Наро-Фоминская улица, дом 3",18.0,1,59.0,82.0,in_list,06.06
2402,Нижегородский,ЮВАО,"Нижегородская улица, дом 106, корпус 2",5.0,1,65.0,95.0,in_list,06.06
2403,Солнцево,ЗАО,"Наро-Фоминская улица, дом 5",8.0,1,56.0,92.0,in_list,06.06
2404,Нижегородский,ЮВАО,"Нижегородская улица, дом 106, корпус 3",5.0,1,72.0,95.0,in_list,06.06
2405,Таганский,ЦАО,"Нижегородская улица, дом 18",2.0,1,72.0,98.0,in_list,06.06
2406,Солнцево,ЗАО,"Наро-Фоминская улица, дом 7",25.0,1,56.0,75.0,in_list,06.06
2407,Солнцево,ЗАО,"Наро-Фоминская улица, дом 9",21.0,1,59.0,79.0,in_list,06.06
2408,Таганский,ЦАО,"Нижегородская улица, дом 20",9.0,1,77.0,91.0,in_list,06.06
2409,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 10, корпус 1",4.0,1,45.0,96.0,in_list,06.06
2410,Таганский,ЦАО,"Нижегородская улица, дом 24",22.0,1,77.0,78.0,in_list,06.06
2411,Даниловский,ЮАО,"5-я Кожуховская улица, дом 3",0.0,1,100.0,100.0,in_list,06.06
2412,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 10, корпус 2",9.0,1,48.0,91.0,in_list,06.06
2413,Таганский,ЦАО,"Нижегородская улица, дом 26",5.0,1,70.0,95.0,in_list,06.06
2414,Нижегородский,ЮВАО,"Нижегородская улица, дом 56",8.0,1,65.0,92.0,in_list,06.06
2415,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 12, корпус 1",6.0,1,58.0,94.0,in_list,06.06
2416,Нижегородский,ЮВАО,"Нижегородская улица, дом 58, корпус 3",8.0,1,45.0,92.0,in_list,06.06
2417,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 12, корпус 2",0.0,1,52.0,100.0,in_list,06.06
2418,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 12, корпус 3",9.0,1,53.0,91.0,in_list,06.06
2419,Нижегородский,ЮВАО,"Нижегородская улица, дом 60",8.0,1,53.0,92.0,in_list,06.06
2420,Нижегородский,ЮВАО,"Нижегородская улица, дом 62",13.0,1,59.0,87.0,in_list,06.06
2421,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 12, корпус 4",4.0,1,47.0,96.0,in_list,06.06
2422,Нижегородский,ЮВАО,"Нижегородская улица, дом 63",28.0,1,53.0,72.0,in_list,06.06
2423,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 12, корпус 5",3.0,1,52.0,97.0,in_list,06.06
2424,Нижегородский,ЮВАО,"Нижегородская улица, дом 65",9.0,1,72.0,91.0,in_list,06.06
2425,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 12, корпус 6",7.0,1,48.0,93.0,in_list,06.06
2426,Нижегородский,ЮВАО,"Нижегородская улица, дом 66",55.0,1,76.0,45.0,in_list,06.06
2427,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 14, корпус 1",7.0,1,50.0,93.0,in_list,06.06
2428,Нижегородский,ЮВАО,"Нижегородская улица, дом 68",22.0,1,57.0,78.0,in_list,06.06
2429,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 14, корпус 2",3.0,1,50.0,97.0,in_list,06.06
2430,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 14, корпус 3",21.0,1,48.0,79.0,in_list,06.06
2431,Нижегородский,ЮВАО,"Нижегородская улица, дом 71",10.0,1,48.0,90.0,in_list,06.06
2432,Хорошёво-Мнёвники,СЗАО,"улица Народного Ополчения, дом 14, корпус 4",6.0,1,53.0,94.0,in_list,06.06
2433,Нижегородский,ЮВАО,"Нижегородская улица, дом 73",9.0,1,55.0,91.0,in_list,06.06
